Date,AEP,COMED,DAYTON,DEOK,DOM,DUQ,EKPC,FE,PJME,PJMW
2014-05-10,289888.0,222317.0,37969.0,62685.0,235999.0,34735.0,27145.0,153823.0,619913.0,109144.0
2014-05-11,287142.0,221648.0,36966.0,63258.0,229785.0,32543.0,28454.0,146438.0,598799.0,104876.0
2014-05-12,354507.0,285248.0,48876.0,79021.0,264454.0,38852.0,33735.0,184479.0,719716.0,124497.0
2014-05-13,374419.0,265140.0,52129.0,82798.0,294295.0,43425.0,34237.0,201575.0,736901.0,136273.0
2014-05-14,352328.0,241079.0,45731.0,73720.0,251617.0,45053.0,31277.0,185651.0,672175.0,129544.0
2014-05-15,330611.0,246672.0,42717.0,65420.0,259061.0,40290.0,27944.0,179113.0,712162.0,122689.0
2014-05-16,316438.0,249763.0,42382.0,63853.0,235727.0,34436.0,28569.0,172211.0,691107.0,113455.0
2014-05-17,293949.0,221475.0,37492.0,59045.0,200349.0,31592.0,28128.0,157040.0,582125.0,105268.0
2014-05-18,284276.0,208141.0,35635.0,57360.0,194789.0,31120.0,27598.0,147114.0,561661.0,104193.0
2014-05-19,321645.0,243353.0,42896.0,64023.0,216263.0,36071.0,28771.0,172581.0,642986.0,117528.0
2014-05-20,328154.0,276613.0,44603.0,67676.0,225496.0,35491.0,29445.0,177044.0,663006.0,118732.0
2014-05-21,345111.0,305046.0,47557.0,74386.0,252481.0,38700.0,29361.0,187528.0,678976.0,121866.0
2014-05-22,344849.0,267497.0,47041.0,75078.0,272838.0,40042.0,32302.0,181381.0,707181.0,126395.0
2014-05-23,319406.0,247519.0,42535.0,69033.0,245252.0,35179.0,29512.0,169050.0,668072.0,116858.0
2014-05-24,285100.0,217842.0,36466.0,62220.0,214648.0,32069.0,27848.0,149057.0,591003.0,104946.0
2014-05-25,285653.0,217842.0,36922.0,62376.0,220303.0,32174.0,27228.0,145321.0,588914.0,104320.0
2014-05-26,311649.0,253482.0,40165.0,69335.0,248575.0,35087.0,30735.0,156586.0,654379.0,112626.0
2014-05-27,375042.0,309043.0,52942.0,85572.0,290821.0,42637.0,34482.0,204028.0,790082.0,132106.0
2014-05-28,375231.0,272857.0,53657.0,86610.0,292358.0,42353.0,33874.0,202027.0,739151.0,133331.0
2014-05-29,360032.0,266424.0,52143.0,83563.0,228657.0,41979.0,33893.0,187484.0,654003.0,123850.0
2014-05-30,351306.0,271273.0,49505.0,80333.0,221464.0,40040.0,34211.0,183140.0,658778.0,120919.0
2014-05-31,327805.0,265294.0,44249.0,73946.0,218310.0,36538.0,31723.0,167893.0,607678.0,112982.0
2014-06-01,324430.0,280310.0,44106.0,75636.0,211843.0,36894.0,32145.0,165789.0,597548.0,112095.0
2014-06-02,376891.0,326190.0,53590.0,84656.0,235465.0,43357.0,33718.0,208467.0,708646.0,129353.0
2014-06-03,382189.0,312629.0,54923.0,87691.0,266394.0,46373.0,34574.0,215286.0,800588.0,136702.0
2014-06-04,355220.0,268406.0,47750.0,79221.0,290375.0,42250.0,33775.0,183791.0,812241.0,133888.0
2014-06-05,342385.0,261533.0,45993.0,75117.0,273728.0,38701.0,31457.0,179730.0,743583.0,125711.0
2014-06-06,338688.0,271558.0,46143.0,73796.0,251492.0,37762.0,32065.0,179326.0,705165.0,120957.0
2014-06-07,319343.0,257238.0,41957.0,69999.0,242888.0,36762.0,31103.0,165861.0,674391.0,116011.0
2014-06-08,307548.0,222935.0,38155.0,65712.0,252043.0,36921.0,29224.0,152859.0,695851.0,115786.0
2014-06-09,345482.0,259355.0,44952.0,70630.0,284622.0,38413.0,29600.0,180071.0,783793.0,126953.0
2014-06-10,358392.0,254653.0,45948.0,73247.0,311077.0,39375.0,32112.0,186099.0,824590.0,134423.0
2014-06-11,357441.0,256241.0,47113.0,74504.0,304458.0,42966.0,31015.0,196258.0,776381.0,135102.0
2014-06-12,358953.0,273837.0,47263.0,74685.0,273286.0,43685.0,32347.0,199445.0,740712.0,132515.0
2014-06-13,343944.0,257778.0,45575.0,73639.0,282436.0,42312.0,31260.0,186261.0,795347.0,131306.0
2014-06-14,302916.0,239117.0,38130.0,63645.0,250384.0,33756.0,29014.0,155666.0,670371.0,109459.0
2014-06-15,308063.0,247995.0,40320.0,69165.0,243118.0,35149.0,31722.0,156468.0,638825.0,110483.0
2014-06-16,392385.0,339338.0,55774.0,89436.0,304650.0,44969.0,37731.0,214075.0,813912.0,136251.0
2014-06-17,416703.0,375092.0,60047.0,94620.0,336452.0,49585.0,39357.0,237388.0,954226.0,151400.0
2014-06-18,420609.0,343393.0,61200.0,97623.0,352819.0,51899.0,39490.0,233447.0,1027065.0,157003.0
2014-06-19,394764.0,297392.0,53746.0,91368.0,329912.0,45496.0,40467.0,206770.0,874824.0,141920.0
2014-06-20,379396.0,319934.0,52657.0,84762.0,290271.0,44091.0,37949.0,193482.0,776371.0,135208.0
2014-06-21,341666.0,276598.0,47076.0,80656.0,260862.0,38295.0,36204.0,172226.0,685381.0,118359.0
2014-06-22,336617.0,269045.0,46729.0,80745.0,249815.0,38553.0,36467.0,168236.0,686439.0,117157.0
2014-06-23,398137.0,306674.0,58025.0,93918.0,272583.0,46997.0,39640.0,213531.0,798331.0,138893.0
2014-06-24,400728.0,336181.0,56923.0,90636.0,292499.0,50471.0,37544.0,220105.0,840611.0,147779.0
2014-06-25,390560.0,302454.0,56249.0,87906.0,317037.0,46976.0,36810.0,209367.0,928987.0,145821.0
2014-06-26,395361.0,285278.0,56299.0,88928.0,318666.0,45363.0,37697.0,206676.0,917771.0,143399.0
2014-06-27,399495.0,318643.0,56013.0,90660.0,306162.0,47296.0,38108.0,211521.0,867300.0,143761.0
2014-06-28,368493.0,329326.0,49799.0,82612.0,276477.0,46534.0,34910.0,210104.0,778378.0,134856.0
2014-06-29,363386.0,317979.0,48862.0,81064.0,260074.0,44908.0,34958.0,207880.0,766047.0,129710.0
2014-06-30,401050.0,355188.0,55730.0,91723.0,300254.0,50987.0,37741.0,236034.0,885831.0,146998.0
2014-07-01,411475.0,312767.0,58033.0,98110.0,328975.0,53212.0,40895.0,243215.0,989502.0,155776.0
2014-07-02,403658.0,274835.0,53055.0,88520.0,353845.0,53226.0,37679.0,231196.0,1048807.0,156343.0
2014-07-03,355236.0,259595.0,43638.0,73846.0,331318.0,47792.0,32515.0,189474.0,972192.0,142154.0
2014-07-04,294359.0,233170.0,36454.0,61826.0,265933.0,36191.0,28745.0,148482.0,712449.0,111340.0
2014-07-05,292951.0,236557.0,37787.0,64546.0,237816.0,34848.0,29442.0,151960.0,662271.0,104091.0
2014-07-06,307680.0,273358.0,38810.0,68408.0,254028.0,35534.0,32435.0,158843.0,714012.0,113930.0
2014-07-07,383488.0,359936.0,50877.0,85888.0,313378.0,45423.0,37232.0,207250.0,941292.0,145914.0
2014-07-08,393373.0,338982.0,53295.0,86230.0,338152.0,46563.0,37821.0,209444.0,1007270.0,145215.0
2014-07-09,379361.0,303032.0,52717.0,85223.0,311365.0,46386.0,36222.0,200988.0,930104.0,141126.0
2014-07-10,375083.0,294455.0,51271.0,82986.0,283641.0,45719.0,35675.0,197544.0,890813.0,140538.0
2014-07-11,377518.0,292172.0,51312.0,82803.0,285156.0,45529.0,36846.0,201386.0,876291.0,140546.0
2014-07-12,365758.0,288242.0,48372.0,80315.0,291920.0,44261.0,36151.0,196228.0,840407.0,137072.0
2014-07-13,372541.0,299199.0,50717.0,84156.0,307457.0,44529.0,38860.0,199548.0,862630.0,134923.0
2014-07-14,397845.0,302565.0,55478.0,86068.0,337419.0,46577.0,37719.0,218435.0,942112.0,143808.0
2014-07-15,365437.0,262107.0,48526.0,75808.0,322681.0,45034.0,33817.0,200735.0,921175.0,141468.0
2014-07-16,336424.0,260830.0,45155.0,69998.0,277918.0,39982.0,30417.0,178580.0,847603.0,130565.0
2014-07-17,337818.0,268939.0,46101.0,70176.0,273189.0,38981.0,30941.0,184972.0,801930.0,126738.0
2014-07-18,333154.0,283017.0,45501.0,68932.0,271597.0,39887.0,28570.0,184723.0,783020.0,125063.0
2014-07-19,309652.0,265895.0,40130.0,64471.0,251629.0,35872.0,28317.0,166351.0,721934.0,115748.0
2014-07-20,318755.0,266032.0,41234.0,70019.0,260991.0,37217.0,32339.0,169579.0,725619.0,119856.0
2014-07-21,394479.0,333547.0,54444.0,86065.0,282401.0,47326.0,37853.0,213151.0,842535.0,143412.0
2014-07-22,422214.0,372473.0,59491.0,93900.0,302694.0,51961.0,40410.0,232906.0,911655.0,154144.0
2014-07-23,400084.0,310986.0,54452.0,87651.0,330888.0,51636.0,38574.0,211096.0,985117.0,157791.0
2014-07-24,359641.0,274012.0,47906.0,76366.0,292269.0,43325.0,33913.0,187351.0,860464.0,137220.0
2014-07-25,347269.0,266761.0,46249.0,74032.0,273601.0,40278.0,32261.0,185086.0,793297.0,129478.0
2014-07-26,345770.0,283287.0,45152.0,76818.0,277594.0,40635.0,34234.0,181232.0,752384.0,128957.0
2014-07-27,337831.0,295919.0,45268.0,75365.0,278794.0,41030.0,33252.0,185822.0,828596.0,128663.0
2014-07-28,345122.0,268815.0,47322.0,73728.0,302577.0,39284.0,32192.0,181765.0,864165.0,129693.0
2014-07-29,330742.0,276712.0,45345.0,68362.0,258368.0,36247.0,29352.0,177352.0,744585.0,119749.0
2014-07-30,337785.0,284034.0,46689.0,73698.0,253133.0,37186.0,31066.0,180767.0,741350.0,120959.0
2014-07-31,354306.0,296335.0,49459.0,79737.0,274276.0,39729.0,33505.0,187772.0,798622.0,129697.0
2014-08-01,359048.0,301181.0,50645.0,81031.0,258354.0,42752.0,34258.0,200393.0,815377.0,130669.0
2014-08-02,322406.0,275100.0,44477.0,74570.0,236309.0,40121.0,33133.0,172460.0,717702.0,124863.0
2014-08-03,320355.0,280619.0,42709.0,72955.0,253171.0,36823.0,32355.0,169184.0,705200.0,120668.0
2014-08-04,378276.0,323153.0,52295.0,83557.0,282084.0,42903.0,35177.0,207032.0,840381.0,136461.0
2014-08-05,381598.0,313465.0,53481.0,82795.0,296073.0,44354.0,35511.0,204413.0,888468.0,141268.0
2014-08-06,376180.0,300639.0,52860.0,84496.0,293263.0,43865.0,36202.0,202749.0,839509.0,136486.0
2014-08-07,370125.0,298850.0,49861.0,80456.0,284830.0,42377.0,35337.0,196885.0,810219.0,134157.0
2014-08-08,357473.0,304870.0,49004.0,75962.0,267577.0,40802.0,32210.0,194331.0,772371.0,130125.0
2014-08-09,338332.0,282218.0,45387.0,74286.0,251681.0,39294.0,33265.0,178729.0,740920.0,125738.0
2014-08-10,341068.0,270818.0,47249.0,78887.0,258485.0,41480.0,34676.0,185991.0,757521.0,127344.0
2014-08-11,378812.0,315930.0,55674.0,88354.0,269170.0,42316.0,35529.0,202526.0,829670.0,131839.0
2014-08-12,374719.0,275774.0,50585.0,80309.0,280690.0,42703.0,34911.0,203949.0,809669.0,134178.0
2014-08-13,349392.0,278646.0,47973.0,76270.0,287746.0,40145.0,31355.0,190398.0,827569.0,130146.0
2014-08-14,345396.0,273989.0,48863.0,79206.0,265946.0,38402.0,32722.0,180229.0,755502.0,124471.0
2014-08-15,337775.0,267938.0,45012.0,72203.0,259221.0,35902.0,32386.0,175810.0,707615.0,120290.0
2014-08-16,312296.0,269889.0,38718.0,64462.0,258533.0,34005.0,31074.0,162658.0,666347.0,112789.0
2014-08-17,332598.0,252395.0,41846.0,69887.0,266059.0,37460.0,30972.0,171019.0,696793.0,119501.0
2014-08-18,382879.0,304687.0,54019.0,85758.0,282179.0,44467.0,34624.0,200468.0,784826.0,136964.0
2014-08-19,398476.0,337615.0,58830.0,92298.0,287759.0,47436.0,37409.0,215876.0,826110.0,144103.0
2014-08-20,401896.0,345231.0,59262.0,89798.0,293943.0,46943.0,36583.0,219186.0,852098.0,142854.0
2014-08-21,387809.0,331701.0,54164.0,84770.0,301899.0,46075.0,37338.0,217686.0,862315.0,139717.0
2014-08-22,393046.0,352797.0,55432.0,87530.0,291533.0,47243.0,39945.0,226042.0,812588.0,139757.0
2014-08-23,379441.0,318035.0,53090.0,87612.0,256920.0,44569.0,39034.0,204555.0,690934.0,129111.0
2014-08-24,361943.0,316024.0,51645.0,87210.0,243027.0,41801.0,38308.0,191185.0,684021.0,124873.0
2014-08-25,403453.0,360480.0,60358.0,95235.0,257662.0,45083.0,39934.0,223871.0,793419.0,134324.0
2014-08-26,398484.0,337505.0,61603.0,95211.0,270178.0,46506.0,39272.0,233795.0,851118.0,137325.0
2014-08-27,405990.0,327173.0,60960.0,97701.0,283417.0,50679.0,38426.0,222256.0,899952.0,145549.0
2014-08-28,388598.0,306026.0,55730.0,92823.0,300871.0,43558.0,38647.0,195182.0,850049.0,138980.0
2014-08-29,375548.0,338669.0,54301.0,89351.0,273335.0,40062.0,38508.0,188992.0,736874.0,128307.0
2014-08-30,367149.0,314373.0,49251.0,83013.0,270412.0,41847.0,34159.0,195178.0,689840.0,127993.0
2014-08-31,346495.0,302682.0,45246.0,76167.0,300298.0,40952.0,32179.0,186048.0,803517.0,127904.0
2014-09-01,363111.0,303632.0,48406.0,80422.0,320798.0,43854.0,36386.0,192051.0,872320.0,135812.0
2014-09-02,394141.0,327620.0,54042.0,83780.0,344159.0,47501.0,36933.0,211627.0,995310.0,150013.0
2014-09-03,392513.0,331309.0,55155.0,85797.0,321274.0,46019.0,36188.0,210042.0,905425.0,146580.0
2014-09-04,402235.0,333764.0,57603.0,91327.0,310348.0,47974.0,37909.0,223245.0,888205.0,151029.0
2014-09-05,420350.0,357988.0,61616.0,96759.0,318343.0,49545.0,38607.0,240963.0,936029.0,154357.0
2014-09-06,357304.0,254183.0,45367.0,79459.0,317773.0,43605.0,36550.0,184283.0,910700.0,140700.0
2014-09-07,309237.0,238242.0,39503.0,67248.0,264925.0,35587.0,29978.0,158617.0,725650.0,116923.0
2014-09-08,342028.0,276877.0,47936.0,76038.0,249141.0,39975.0,32124.0,187315.0,734917.0,124222.0
2014-09-09,358340.0,297481.0,50462.0,79638.0,254044.0,42549.0,34057.0,198090.0,733141.0,129678.0
2014-09-10,369877.0,305878.0,51724.0,83394.0,268274.0,45846.0,34387.0,202650.0,765480.0,137672.0
2014-09-11,354791.0,247105.0,48039.0,77572.0,292908.0,43788.0,33491.0,187623.0,832009.0,139484.0
2014-09-12,320094.0,242156.0,42495.0,65376.0,263331.0,36843.0,28341.0,173186.0,741429.0,120852.0
2014-09-13,291830.0,218602.0,36985.0,58847.0,232766.0,32020.0,26311.0,155989.0,628779.0,107203.0
2014-09-14,276760.0,206742.0,35284.0,56935.0,213337.0,30497.0,25986.0,147871.0,578996.0,103175.0
2014-09-15,321108.0,240439.0,42535.0,65118.0,232960.0,34094.0,27907.0,174433.0,656939.0,116083.0
2014-09-16,325137.0,244775.0,42854.0,65154.0,248293.0,35115.0,25683.0,175833.0,680593.0,118885.0
2014-09-17,322506.0,246498.0,43184.0,65639.0,239461.0,35331.0,25114.0,173087.0,670492.0,117849.0
2014-09-18,325127.0,249338.0,43655.0,67156.0,237861.0,35661.0,25466.0,175843.0,675380.0,119208.0
2014-09-19,321174.0,251890.0,43143.0,66270.0,233619.0,35853.0,25556.0,173005.0,656270.0,117302.0
2014-09-20,306287.0,236496.0,40337.0,65289.0,228277.0,35093.0,26409.0,161964.0,624702.0,113561.0
2014-09-21,303674.0,214896.0,39563.0,66960.0,242218.0,35171.0,26487.0,159696.0,653513.0,114244.0
2014-09-22,317686.0,239366.0,42514.0,65004.0,244605.0,35287.0,24710.0,172024.0,682362.0,116843.0
2014-09-23,323650.0,248991.0,43373.0,66248.0,216878.0,35628.0,25032.0,175864.0,651523.0,117622.0
2014-09-24,324522.0,252724.0,44183.0,67948.0,218294.0,35782.0,26836.0,177938.0,656879.0,117912.0
2014-09-25,332970.0,254563.0,44974.0,69833.0,224981.0,36577.0,28703.0,179382.0,663659.0,120619.0
2014-09-26,331291.0,260553.0,45059.0,70932.0,229431.0,36616.0,29012.0,178174.0,658282.0,120290.0
2014-09-27,300594.0,238821.0,39129.0,65578.0,215204.0,32550.0,29495.0,158824.0,621969.0,110350.0
2014-09-28,291962.0,227928.0,38114.0,64866.0,214716.0,31119.0,29041.0,152449.0,631834.0,107679.0
2014-09-29,338681.0,266362.0,47051.0,76182.0,224912.0,35603.0,31420.0,181240.0,703810.0,121251.0
2014-09-30,330293.0,243952.0,44089.0,71141.0,232104.0,34723.0,30720.0,177900.0,710576.0,121387.0
2014-10-01,324382.0,247344.0,43365.0,67445.0,232761.0,34513.0,29913.0,175576.0,691759.0,118094.0
2014-10-02,335585.0,261568.0,45859.0,72993.0,232948.0,36143.0,31196.0,176891.0,678538.0,120348.0
2014-10-03,326498.0,249564.0,44485.0,69925.0,228957.0,36081.0,28938.0,176977.0,663303.0,118604.0
2014-10-04,289310.0,224018.0,37766.0,57659.0,213975.0,30602.0,25911.0,155171.0,603918.0,106216.0
2014-10-05,290088.0,209643.0,36921.0,57377.0,195528.0,30515.0,28444.0,153248.0,565825.0,108386.0
2014-10-06,324330.0,241440.0,43622.0,64616.0,215960.0,34917.0,28328.0,176040.0,648361.0,119546.0
2014-10-07,326243.0,245184.0,44475.0,66256.0,219721.0,35179.0,28307.0,177922.0,658382.0,118124.0
2014-10-08,315632.0,244251.0,43730.0,66298.0,232122.0,34958.0,26374.0,174884.0,665956.0,118587.0
2014-10-09,324328.0,242629.0,44971.0,66175.0,222512.0,35216.0,27956.0,175883.0,650616.0,121284.0
2014-10-10,320415.0,240992.0,43653.0,65485.0,220373.0,34832.0,27885.0,175687.0,645671.0,118584.0
2014-10-11,290989.0,219218.0,37895.0,59689.0,208701.0,31275.0,27194.0,156316.0,599427.0,109840.0
2014-10-12,286586.0,207513.0,37241.0,58801.0,200394.0,30907.0,26891.0,151022.0,574581.0,108021.0
2014-10-13,324380.0,243625.0,44961.0,67744.0,226298.0,35271.0,28677.0,174267.0,653870.0,119328.0
2014-10-14,331072.0,252399.0,44808.0,68340.0,245410.0,37344.0,28124.0,179490.0,693825.0,121018.0
2014-10-15,322361.0,246593.0,43571.0,65969.0,245391.0,36169.0,27852.0,174194.0,725841.0,118533.0
2014-10-16,324757.0,246228.0,43716.0,65765.0,221678.0,36028.0,28237.0,174018.0,687312.0,118224.0
2014-10-17,319146.0,244764.0,42825.0,64896.0,219362.0,35567.0,28679.0,171092.0,655287.0,116443.0
2014-10-18,294632.0,223019.0,38368.0,58083.0,203044.0,31964.0,27432.0,156786.0,588114.0,107593.0
2014-10-19,291895.0,214497.0,37018.0,57037.0,199639.0,31868.0,27938.0,151814.0,575753.0,108792.0
2014-10-20,339104.0,244440.0,44398.0,65399.0,223051.0,36052.0,30650.0,176287.0,666419.0,124705.0
2014-10-21,337172.0,248213.0,45192.0,66558.0,218879.0,35993.0,30174.0,179973.0,661223.0,123289.0
2014-10-22,345147.0,249680.0,46468.0,67552.0,221936.0,36727.0,30126.0,180902.0,671674.0,125083.0
2014-10-23,338679.0,249449.0,45745.0,67106.0,222059.0,36392.0,30645.0,177454.0,675262.0,122955.0
2014-10-24,336351.0,245232.0,44205.0,65270.0,217174.0,35771.0,30089.0,175485.0,650401.0,120713.0
2014-10-25,304901.0,221546.0,37815.0,59611.0,207415.0,32426.0,28868.0,155208.0,591000.0,111189.0
2014-10-26,286088.0,208103.0,35970.0,56771.0,200971.0,30895.0,26689.0,147853.0,574310.0,106292.0
2014-10-27,333061.0,249755.0,44467.0,66498.0,222847.0,35712.0,29356.0,175886.0,653364.0,121855.0
2014-10-28,326146.0,247912.0,44421.0,66367.0,225306.0,37077.0,28333.0,173672.0,661564.0,118711.0
2014-10-29,323775.0,251532.0,44323.0,65054.0,220858.0,35614.0,28710.0,173954.0,659322.0,118371.0
2014-10-30,342673.0,255403.0,45224.0,66412.0,217355.0,36111.0,31983.0,176583.0,660881.0,125208.0
2014-10-31,352789.0,260880.0,46060.0,67721.0,224158.0,35354.0,34615.0,177413.0,671702.0,124794.0
2014-11-01,342601.0,239844.0,44128.0,68085.0,226988.0,33457.0,39349.0,167225.0,639965.0,121410.0
2014-11-02,346951.0,238430.0,43771.0,67016.0,246788.0,33841.0,39192.0,167213.0,669556.0,129301.0
2014-11-03,360828.0,254504.0,46861.0,67797.0,247999.0,37014.0,35440.0,179136.0,700830.0,133664.0
2014-11-04,341771.0,253996.0,45757.0,65960.0,228403.0,36032.0,32063.0,174935.0,670717.0,124866.0
2014-11-05,331736.0,255072.0,45521.0,66418.0,221470.0,36174.0,29526.0,171923.0,665127.0,121763.0
2014-11-06,339900.0,260352.0,46734.0,68592.0,222305.0,36865.0,32270.0,176225.0,682555.0,124104.0
2014-11-07,357875.0,259526.0,47173.0,69696.0,229138.0,37690.0,35124.0,184645.0,683092.0,129735.0
2014-11-08,344489.0,238960.0,42543.0,65530.0,239455.0,34599.0,35669.0,173660.0,659263.0,126244.0
2014-11-09,317188.0,225968.0,39932.0,61480.0,222026.0,32953.0,31786.0,162536.0,622519.0,118032.0
2014-11-10,351896.0,251816.0,45324.0,68471.0,240952.0,35519.0,33708.0,180603.0,691573.0,128749.0
2014-11-11,344867.0,260510.0,45008.0,66845.0,233221.0,35606.0,30974.0,179014.0,681068.0,124177.0
2014-11-12,361410.0,276970.0,49255.0,73671.0,221926.0,37258.0,38101.0,189529.0,667893.0,128555.0
2014-11-13,392527.0,284802.0,52750.0,77916.0,249177.0,39745.0,43806.0,198142.0,725814.0,143953.0
2014-11-14,409202.0,283447.0,52432.0,78521.0,275608.0,40297.0,46684.0,198668.0,750648.0,149542.0
2014-11-15,389425.0,261508.0,48451.0,74758.0,281047.0,37211.0,46175.0,180475.0,715690.0,142030.0
2014-11-16,363411.0,251747.0,45410.0,70254.0,264827.0,36529.0,39636.0,176958.0,709888.0,135862.0
2014-11-17,402668.0,298899.0,53861.0,80407.0,253998.0,40447.0,45159.0,203975.0,751510.0,144358.0
2014-11-18,459429.0,313206.0,59859.0,88455.0,297202.0,44064.0,53859.0,222155.0,826523.0,168047.0
2014-11-19,448126.0,304766.0,58522.0,85262.0,328978.0,43956.0,48167.0,220136.0,865295.0,167048.0
2014-11-20,413453.0,298991.0,56202.0,82481.0,285234.0,43141.0,42331.0,214471.0,804675.0,154494.0
2014-11-21,423082.0,295833.0,55458.0,82721.0,298456.0,43249.0,45754.0,211012.0,827522.0,159709.0
2014-11-22,388911.0,260752.0,46443.0,71928.0,296101.0,39874.0,37790.0,191792.0,772575.0,150796.0
2014-11-23,340225.0,232674.0,39592.0,63393.0,256949.0,34865.0,32736.0,166357.0,677501.0,126052.0
2014-11-24,338252.0,274441.0,46453.0,69263.0,226054.0,35600.0,31063.0,183332.0,686555.0,122139.0
2014-11-25,368922.0,290814.0,51502.0,74711.0,224761.0,37083.0,37131.0,198790.0,684746.0,128607.0
2014-11-26,384825.0,291310.0,52544.0,78562.0,268858.0,38801.0,39430.0,197492.0,769184.0,147448.0
2014-11-27,348422.0,251557.0,44789.0,71019.0,262684.0,34623.0,41870.0,168512.0,702022.0,133351.0
2014-11-28,365258.0,263394.0,46365.0,72052.0,283051.0,37490.0,42384.0,179078.0,745308.0,141534.0
2014-11-29,351183.0,242276.0,42702.0,67046.0,281918.0,35948.0,37353.0,172907.0,755991.0,137460.0
2014-11-30,312338.0,235178.0,37938.0,60523.0,243217.0,33043.0,29472.0,159643.0,680598.0,120431.0
2014-12-01,356934.0,294339.0,49217.0,73129.0,231675.0,37347.0,33796.0,193469.0,699849.0,125636.0
2014-12-02,397257.0,296376.0,54468.0,80688.0,268010.0,41202.0,38993.0,211076.0,790391.0,148441.0
2014-12-03,382849.0,289951.0,52447.0,79205.0,264954.0,40687.0,37732.0,204998.0,778736.0,145238.0
2014-12-04,403683.0,290955.0,54061.0,82726.0,270635.0,42061.0,42948.0,208645.0,785811.0,151458.0
2014-12-05,382235.0,282250.0,50481.0,77553.0,268033.0,41069.0,34650.0,202450.0,791974.0,148006.0
2014-12-06,351923.0,260008.0,45698.0,71678.0,244142.0,37371.0,33813.0,185954.0,715542.0,135070.0
2014-12-07,357392.0,255548.0,45538.0,71435.0,261494.0,37281.0,37730.0,180587.0,716497.0,137173.0
2014-12-08,405012.0,287915.0,51455.0,76838.0,301740.0,41587.0,39664.0,203643.0,851251.0,158902.0
2014-12-09,397594.0,286885.0,51369.0,76977.0,301595.0,40914.0,39871.0,201535.0,828299.0,154358.0
2014-12-10,410262.0,290333.0,53829.0,80607.0,281569.0,42218.0,41950.0,209915.0,806265.0,155109.0
2014-12-11,418715.0,290938.0,54252.0,80936.0,298161.0,43179.0,42265.0,212233.0,841627.0,164649.0
2014-12-12,414593.0,293061.0,53524.0,79866.0,289157.0,42631.0,44512.0,208906.0,818443.0,157431.0
2014-12-13,381583.0,258932.0,46874.0,72713.0,282203.0,39285.0,40410.0,190882.0,758854.0,149786.0
2014-12-14,357637.0,237240.0,43295.0,67405.0,271861.0,37349.0,37026.0,172125.0,730313.0,137710.0
2014-12-15,377169.0,270718.0,49503.0,72758.0,273600.0,39071.0,37027.0,190840.0,762351.0,140875.0
2014-12-16,381503.0,278563.0,50008.0,73919.0,278532.0,40070.0,36393.0,195403.0,788005.0,149162.0
2014-12-17,395153.0,295295.0,54933.0,81219.0,260692.0,41746.0,41362.0,203493.0,757252.0,149157.0
2014-12-18,416444.0,296743.0,55912.0,83609.0,287804.0,43409.0,45998.0,212719.0,812660.0,161272.0
2014-12-19,411325.0,291176.0,54391.0,82620.0,293504.0,42229.0,44212.0,208677.0,814852.0,159548.0
2014-12-20,391305.0,268006.0,48890.0,76912.0,303059.0,38950.0,44002.0,191444.0,792206.0,153199.0
2014-12-21,368701.0,256473.0,46941.0,74590.0,280973.0,38260.0,43639.0,186354.0,767620.0,144675.0
2014-12-22,392858.0,284038.0,51481.0,76792.0,301339.0,40678.0,38254.0,202868.0,833131.0,157932.0
2014-12-23,358032.0,267266.0,46224.0,70177.0,277715.0,38069.0,33070.0,189724.0,764834.0,144034.0
2014-12-24,305967.0,248561.0,39389.0,63420.0,242475.0,33830.0,29210.0,159851.0,697957.0,124362.0
2014-12-25,304105.0,228597.0,40222.0,64573.0,211080.0,32887.0,33639.0,156059.0,618771.0,118011.0
2014-12-26,334966.0,241573.0,42167.0,69101.0,255002.0,34793.0,36624.0,165082.0,693928.0,130342.0
2014-12-27,317860.0,239790.0,39737.0,65514.0,248840.0,34297.0,32912.0,163878.0,677121.0,125496.0
2014-12-28,320527.0,244392.0,41818.0,67809.0,224532.0,34769.0,35218.0,169097.0,655828.0,122385.0
2014-12-29,371782.0,277354.0,48934.0,76349.0,258758.0,39451.0,41123.0,193746.0,738076.0,139654.0
2014-12-30,396502.0,291708.0,49946.0,78340.0,287456.0,40761.0,43942.0,201798.0,793600.0,151562.0
2014-12-31,407913.0,291545.0,50492.0,81278.0,316577.0,41975.0,47499.0,193840.0,821636.0,158738.0
2015-01-01,383646.0,262435.0,47155.0,75500.0,292300.0,38454.0,44933.0,178913.0,762374.0,147890.0
2015-01-02,372379.0,268974.0,46743.0,74778.0,270068.0,39718.0,37664.0,183581.0,771388.0,147005.0
2015-01-03,352758.0,259154.0,44065.0,69162.0,263190.0,37712.0,33952.0,180462.0,768345.0,144907.0
2015-01-04,327237.0,259917.0,42272.0,66035.0,230036.0,33359.0,33485.0,169349.0,685015.0,125711.0
2015-01-05,427442.0,323007.0,59302.0,88320.0,263545.0,42181.0,48383.0,219534.0,796227.0,157869.0
2015-01-06,446110.0,323664.0,59174.0,88696.0,317351.0,44975.0,47144.0,224325.0,920612.0,176233.0
2015-01-07,482636.0,336467.0,63922.0,97978.0,356804.0,47535.0,57728.0,231479.0,964365.0,188792.0
2015-01-08,524960.0,347474.0,67742.0,104645.0,413656.0,49453.0,65356.0,240450.0,1018689.0,199766.0
